student_id,age,gender,course,year,daily_study_hours,daily_sleep_hours,screen_time_hours,stress_level,anxiety_score,depression_score,academic_pressure_score,financial_stress_score,social_support_score,physical_activity_hours,sleep_quality,attendance_percentage,cgpa,internet_quality,burnout_level
126275,20,Other,MCA,2nd,4.6,5.9,8.3,High,6,7,4,2,8,1.0,Good,58.3,4.5,Poor,High
126276,22,Male,BSc,2nd,2.9,5.8,10.9,High,2,6,3,8,4,1.7,Average,95.4,4.42,Poor,High
126277,19,Other,BBA,4th,6.3,4.8,6.3,Low,8,9,5,9,9,0.5,Average,90.4,6.85,Average,High
126278,17,Other,MCA,2nd,2.1,8.3,5.9,Medium,1,3,9,9,7,1.9,Good,85.6,5.08,Good,High
126279,22,Female,MBA,3rd,5.2,7.0,2.6,High,8,8,5,7,6,1.4,Average,98.3,6.52,Average,Medium
126280,17,Female,BTech,2nd,7.4,5.5,11.2,High,2,7,8,10,8,0.4,Poor,56.8,5.85,Poor,High
126281,19,Male,BTech,1st,6.1,7.6,11.9,High,8,4,4,10,6,1.7,Average,51.4,9.99,Poor,High
126282,24,Female,BCA,2nd,6.9,8.4,4.3,High,4,7,1,10,8,0.3,Good,92.0,6.51,Poor,Low
126283,23,Male,BTech,2nd,9.2,7.0,5.8,Low,6,7,9,8,6,1.1,Good,80.8,7.52,Poor,Medium
126284,24,Male,BTech,1st,7.1,4.1,2.0,Low,8,7,10,8,10,0.8,Poor,67.4,7.9,Average,High
126285,18,Male,BBA,4th,8.6,8.5,10.5,Medium,3,7,8,2,3,1.3,Good,52.6,7.43,Poor,Low
126286,23,Other,BBA,4th,8.8,6.8,12.0,High,6,7,2,10,10,1.6,Poor,70.4,8.04,Average,High
126287,20,Male,BBA,1st,3.7,6.7,10.8,Medium,1,3,3,10,7,0.9,Poor,67.6,8.81,Poor,Low
126288,17,Male,MBA,1st,10.0,4.5,5.0,High,10,2,6,10,1,1.8,Poor,90.2,8.9,Good,Medium
126289,19,Female,BTech,3rd,5.3,4.1,1.9,Medium,9,3,2,7,7,1.1,Good,81.8,4.84,Poor,Medium
126290,21,Other,BSc,1st,6.6,8.8,2.6,High,1,7,6,7,8,1.4,Good,75.8,6.62,Poor,Low
126291,24,Other,MCA,2nd,4.8,7.0,11.1,High,7,6,2,6,8,1.1,Average,63.5,7.75,Good,Low
126292,18,Other,MBA,4th,8.9,7.4,10.5,High,10,8,2,10,10,1.7,Good,59.3,5.58,Good,High
126293,18,Other,MCA,3rd,4.2,7.8,5.2,High,1,10,5,10,2,0.5,Average,61.5,7.09,Poor,Medium
126294,24,Male,BTech,4th,8.3,6.7,11.0,High,2,10,7,2,9,0.8,Poor,69.3,9.54,Poor,Medium
126295,25,Other,BTech,4th,6.7,6.8,4.7,High,6,10,10,3,2,0.2,Poor,69.6,4.41,Average,Low
126296,17,Other,BBA,4th,3.9,4.4,3.4,Low,8,5,10,1,4,1.6,Good,91.1,4.21,Average,Medium
126297,18,Male,BBA,2nd,2.1,4.3,11.2,Medium,10,7,3,3,8,0.4,Poor,52.6,4.73,Poor,Low
126298,20,Male,BBA,1st,2.3,8.9,6.3,Low,2,4,8,7,2,2.0,Poor,68.5,6.13,Poor,Medium
126299,19,Male,BBA,4th,2.2,7.4,3.4,Low,3,2,7,2,9,1.1,Average,86.9,6.91,Poor,High
126300,17,Female,MBA,3rd,9.4,6.6,6.5,Medium,10,10,10,2,4,0.2,Poor,78.3,6.99,Average,Low
126301,20,Female,BBA,4th,6.9,6.6,9.9,Low,2,8,8,10,6,1.3,Average,83.3,6.99,Average,Low
126302,18,Other,BBA,1st,1.3,8.5,4.2,High,5,8,7,1,5,0.4,Poor,54.2,9.53,Good,Low
126303,21,Female,BCA,3rd,4.9,4.7,3.2,Low,5,2,5,4,9,0.9,Poor,98.8,7.78,Average,High
126304,17,Other,MCA,1st,4.4,4.0,3.1,Medium,4,9,9,5,2,0.8,Poor,81.4,9.9,Average,Medium
126305,24,Male,BCA,4th,6.0,8.4,5.3,Low,2,8,10,2,6,1.6,Poor,93.6,6.6,Good,Low
126306,18,Other,MCA,3rd,9.1,5.5,11.9,High,5,4,6,2,3,1.1,Poor,92.8,8.76,Average,Low
126307,19,Male,MCA,1st,6.6,5.1,7.2,High,6,5,8,6,4,1.0,Good,57.3,7.11,Poor,Low
126308,19,Other,MCA,2nd,9.7,5.2,6.2,Medium,8,6,3,2,7,1.8,Good,75.6,9.26,Poor,High
126309,20,Female,MBA,2nd,2.3,8.9,9.5,High,2,5,2,6,2,0.7,Poor,98.2,4.59,Poor,Medium
126310,23,Male,BSc,2nd,2.6,6.3,7.1,High,7,1,2,2,9,0.2,Poor,84.2,9.65,Good,Medium
126311,25,Male,BBA,3rd,7.8,7.1,8.1,Medium,5,5,6,7,2,1.7,Good,68.4,4.91,Poor,Low
126312,19,Other,BBA,3rd,9.8,5.3,10.9,Low,9,7,3,1,9,2.0,Average,51.8,8.1,Good,Medium
126313,17,Male,BBA,4th,6.2,7.2,4.4,Low,9,2,5,10,9,0.6,Average,79.6,9.56,Average,Medium
126314,17,Female,BTech,4th,6.4,8.3,6.8,Medium,2,4,4,8,4,0.2,Average,85.5,7.25,Good,Medium
126315,22,Male,BSc,2nd,1.8,6.7,3.9,Low,5,9,7,10,6,1.9,Good,64.8,7.09,Good,Medium
126316,21,Female,BTech,1st,2.9,5.0,6.7,Low,6,9,10,5,5,1.0,Good,82.1,4.72,Good,Low
126317,23,Male,MBA,4th,4.0,4.2,9.8,Medium,2,5,4,8,5,1.3,Average,65.9,9.88,Good,Medium
126318,23,Female,MCA,4th,5.2,8.0,8.1,Medium,5,1,7,6,8,1.6,Average,81.5,6.08,Good,Low
126319,19,Female,MCA,4th,7.5,5.8,10.8,Low,10,5,10,10,10,0.9,Average,95.0,8.73,Good,Medium
126320,23,Female,MBA,3rd,4.3,8.1,1.9,High,6,1,3,1,4,0.8,Poor,50.1,8.02,Poor,High
126321,25,Other,MCA,4th,5.8,8.7,11.3,High,5,8,5,9,10,0.1,Good,51.6,9.44,Poor,High
126322,24,Male,BSc,2nd,7.6,6.4,5.4,Low,9,9,10,3,4,1.5,Poor,61.5,6.75,Average,High
126323,19,Female,MBA,3rd,9.3,8.4,4.5,High,8,10,8,4,6,1.7,Good,79.1,5.29,Poor,High
126324,21,Male,MBA,2nd,2.7,4.0,2.8,Low,3,5,2,8,10,1.2,Average,72.3,5.99,Good,Low
126325,24,Male,MCA,1st,4.0,6.4,8.4,Low,7,6,1,10,8,0.9,Poor,64.7,4.5,Good,Medium
126326,18,Female,MBA,4th,6.5,8.3,6.9,Medium,4,5,7,7,4,1.7,Good,72.7,4.61,Good,Medium
126327,23,Female,MCA,3rd,6.8,4.3,3.1,Low,7,4,8,3,1,1.1,Poor,84.1,7.57,Good,Medium
126328,23,Female,MCA,3rd,5.5,4.7,2.2,High,10,9,6,5,7,0.3,Average,61.5,5.99,Good,High
126329,24,Female,BCA,2nd,7.6,8.6,5.5,Medium,2,9,3,1,8,0.1,Poor,79.7,5.75,Average,Medium
126330,17,Male,BTech,2nd,9.6,7.7,4.9,Medium,6,2,8,8,3,1.0,Average,55.7,9.81,Good,Medium
126331,24,Female,BCA,1st,5.8,5.6,1.7,Low,5,8,1,2,8,1.5,Poor,52.1,8.3,Average,Medium
126332,17,Male,BSc,1st,6.5,6.8,3.1,Low,7,9,9,6,7,1.5,Poor,60.9,7.34,Average,Low
126333,19,Male,MBA,1st,7.8,8.0,6.5,High,1,4,3,7,9,1.0,Poor,50.9,8.8,Good,Medium
126334,25,Other,BCA,4th,6.2,7.9,1.8,Low,5,8,5,6,6,0.3,Poor,86.1,5.41,Poor,High
126335,20,Male,MCA,1st,1.6,6.1,5.4,High,3,8,2,10,5,1.9,Poor,69.2,7.15,Poor,Low
126336,25,Other,MCA,4th,3.3,7.5,7.6,Medium,5,9,10,9,1,1.1,Good,55.7,6.89,Good,Medium
126337,17,Male,MCA,2nd,9.3,6.2,7.3,Low,7,8,10,2,10,0.8,Average,82.0,8.57,Good,High
126338,24,Other,BSc,4th,3.1,6.8,6.0,High,8,9,10,3,5,1.0,Poor,82.0,7.26,Good,Medium
126339,19,Male,BBA,1st,6.7,8.3,6.4,Low,1,10,4,6,10,2.0,Average,77.2,9.68,Good,Low
126340,23,Male,MCA,1st,9.3,4.0,5.4,Medium,7,9,9,1,2,0.9,Poor,60.0,6.7,Poor,Low
126341,18,Female,BTech,1st,1.7,5.3,3.1,Medium,9,5,6,7,6,2.0,Poor,86.6,6.55,Poor,High
126342,23,Male,MCA,2nd,9.5,7.4,3.9,Medium,8,1,8,10,1,0.2,Average,78.4,6.62,Average,Low
126343,23,Male,BCA,1st,7.5,6.8,6.9,Medium,3,5,9,6,2,0.7,Average,55.1,8.53,Poor,High
126344,25,Other,BBA,4th,6.0,6.1,4.7,Medium,6,6,9,6,7,0.2,Poor,67.9,7.28,Poor,Low
126345,18,Other,MCA,1st,9.9,7.8,11.0,High,1,1,3,6,6,1.7,Poor,79.7,7.51,Good,Low
126346,24,Other,BBA,2nd,3.7,6.8,3.0,Medium,4,2,2,9,10,1.1,Poor,72.3,5.29,Average,High
126347,21,Other,MCA,4th,9.5,5.5,3.0,Low,6,7,5,4,6,1.0,Average,72.6,9.31,Average,Medium
126348,25,Female,MCA,3rd,2.0,5.5,9.0,Low,2,8,2,7,9,1.9,Good,76.3,8.31,Poor,High
126349,24,Female,BTech,1st,2.4,6.9,1.5,Medium,5,1,5,3,5,0.3,Average,53.9,4.71,Average,High
126350,19,Other,BTech,2nd,1.8,8.1,3.6,Medium,4,4,7,10,10,0.9,Poor,86.5,4.66,Poor,High
126351,19,Other,BTech,4th,3.4,8.0,1.2,High,9,7,7,8,8,0.7,Good,67.3,5.46,Average,Medium
126352,24,Male,BSc,4th,7.7,5.1,5.7,Medium,1,4,10,6,2,1.4,Good,77.2,8.95,Average,High
126353,25,Other,BTech,4th,1.1,7.1,3.5,Low,5,10,5,10,3,1.7,Good,64.9,6.34,Average,Low
126354,18,Male,BTech,3rd,6.9,4.0,2.6,Medium,9,3,5,8,4,1.3,Good,85.5,6.03,Poor,High
126355,19,Male,BCA,1st,9.2,4.4,6.4,Medium,8,8,5,8,7,1.6,Average,54.6,7.49,Poor,Medium
126356,24,Male,BTech,2nd,3.8,4.7,1.1,Low,9,8,2,4,2,0.2,Good,89.7,8.04,Average,Medium
126357,18,Male,BBA,1st,1.2,6.6,8.8,Low,10,3,7,10,2,0.8,Average,97.8,7.21,Good,High
126358,24,Female,BSc,2nd,2.4,4.2,7.3,Medium,9,8,1,6,7,0.9,Average,86.4,8.85,Average,Low
126359,21,Male,MCA,1st,9.5,5.9,8.1,High,2,8,6,4,3,1.7,Average,62.7,4.47,Good,Low
126360,22,Other,BCA,2nd,7.6,4.4,4.4,Medium,9,9,8,5,8,0.2,Average,81.1,9.03,Good,Medium
126361,20,Female,BSc,2nd,7.8,7.2,5.7,High,1,7,10,8,3,0.8,Good,87.1,9.75,Average,Medium
126362,19,Other,BTech,4th,3.0,7.1,8.4,High,4,9,6,9,6,1.8,Average,80.6,8.13,Average,Low
126363,24,Female,BTech,1st,1.4,5.7,9.9,Low,8,4,8,3,9,0.8,Average,97.7,8.02,Average,High
126364,25,Female,BBA,1st,5.2,5.1,4.9,High,6,4,4,1,8,1.3,Good,81.1,6.62,Average,Medium
126365,24,Female,BTech,1st,3.8,7.0,6.6,High,9,5,3,7,9,1.1,Poor,94.6,5.08,Good,Low
126366,25,Male,BTech,3rd,8.1,8.8,10.5,High,4,3,7,5,9,1.2,Good,76.5,7.79,Good,High
126367,17,Female,BCA,3rd,9.6,7.0,8.0,High,5,5,3,10,8,0.3,Good,60.5,4.38,Good,Low
126368,21,Other,MCA,1st,8.9,8.3,9.1,Low,5,2,5,2,4,1.9,Good,81.7,5.46,Good,Low
126369,23,Other,BTech,3rd,6.4,6.7,2.7,Low,10,8,3,5,10,1.8,Poor,53.7,5.92,Good,Low
126370,24,Male,BSc,1st,3.1,6.4,3.7,Low,3,5,8,10,9,1.2,Average,57.1,9.72,Good,High
126371,18,Other,MCA,3rd,8.3,6.5,7.9,High,9,4,10,9,7,0.1,Good,55.3,5.03,Poor,Medium
126372,20,Female,BSc,4th,9.8,7.0,6.1,Low,10,8,9,4,6,1.5,Poor,79.2,5.16,Poor,High
126373,23,Male,BCA,2nd,9.5,8.7,8.7,High,2,10,6,6,8,0.2,Good,66.3,6.21,Good,Medium
126374,21,Other,BBA,1st,9.8,4.4,1.4,High,10,5,3,3,1,1.9,Poor,95.5,7.59,Average,Medium
126375,17,Female,MCA,4th,3.8,6.5,9.4,Medium,4,3,6,2,10,1.7,Poor,72.2,9.37,Average,Low
126376,18,Male,BTech,4th,7.7,5.2,4.9,High,2,5,6,6,4,0.0,Poor,52.6,6.26,Good,Low
126377,21,Other,MBA,3rd,9.6,4.9,11.9,Medium,6,5,2,2,10,1.0,Good,71.0,9.1,Average,Low
126378,22,Male,MCA,2nd,6.2,5.5,4.6,Medium,4,8,7,8,6,0.7,Average,65.8,8.79,Average,Medium
126379,17,Other,BCA,3rd,5.8,5.6,2.1,High,2,3,10,1,8,1.5,Good,95.5,7.22,Good,Low
126380,19,Female,BTech,2nd,1.9,6.5,2.2,High,1,7,9,2,7,0.1,Average,96.5,4.99,Poor,Medium
126381,22,Female,BTech,1st,2.2,6.1,4.8,High,6,10,8,1,6,1.0,Poor,90.7,8.19,Average,High
126382,22,Female,BBA,2nd,9.2,7.2,5.5,Medium,9,7,4,10,1,0.3,Average,85.5,7.9,Poor,Medium
126383,23,Male,BCA,3rd,1.9,5.2,4.1,Low,3,5,8,3,2,1.7,Good,55.1,9.89,Average,Medium
126384,19,Female,BTech,3rd,1.4,5.8,10.5,Low,5,9,9,6,3,1.5,Average,89.4,7.46,Poor,Low
126385,17,Male,MCA,4th,2.5,4.6,1.2,Medium,7,3,4,4,3,1.3,Average,76.7,4.27,Poor,High
126386,23,Female,BCA,4th,3.7,7.3,2.8,Medium,1,7,10,4,3,0.4,Average,55.7,4.15,Poor,Medium
126387,19,Female,BSc,3rd,5.7,9.0,11.0,Low,10,9,10,5,10,0.9,Good,80.3,4.92,Average,High
126388,21,Female,MCA,2nd,7.8,7.8,2.4,High,2,6,2,4,8,1.0,Poor,87.9,6.26,Average,Low
126389,20,Other,BCA,2nd,8.2,5.4,1.6,Low,6,5,1,7,10,0.8,Poor,75.5,6.71,Poor,High
126390,17,Other,BBA,3rd,5.5,4.3,8.5,Medium,7,9,8,7,3,0.4,Good,74.9,8.76,Good,Low
126391,23,Female,MBA,2nd,8.3,6.6,10.2,Low,1,2,3,4,1,1.0,Poor,90.2,8.31,Average,High
126392,20,Other,BTech,2nd,1.4,7.8,4.4,Low,5,2,4,5,1,0.3,Average,95.6,7.38,Good,Low
126393,17,Male,BCA,4th,1.5,7.5,7.0,High,1,1,5,10,5,2.0,Good,68.1,7.96,Average,High
126394,22,Female,BCA,3rd,2.2,5.8,3.9,Low,1,7,9,2,9,1.6,Good,53.1,6.47,Good,Medium
126395,20,Female,MCA,1st,9.1,6.5,3.1,High,8,3,5,6,4,1.1,Average,69.4,5.42,Average,Low
126396,20,Male,MBA,1st,7.9,7.9,4.1,Low,7,7,4,8,9,0.0,Good,99.3,5.17,Average,Low
126397,18,Male,BSc,2nd,6.9,7.9,7.6,High,2,9,10,5,5,1.2,Average,93.4,7.65,Good,High
126398,17,Other,MBA,2nd,8.6,4.6,1.5,Medium,7,6,2,2,4,2.0,Good,76.1,9.79,Good,Medium
126399,19,Male,MBA,1st,3.2,8.8,5.3,Low,4,2,10,7,2,1.4,Average,55.3,6.14,Poor,Low
126400,21,Male,BSc,4th,8.5,7.1,12.0,Low,7,10,4,10,2,0.4,Average,78.6,8.3,Good,Medium
126401,25,Female,BBA,3rd,9.0,7.5,7.4,Medium,1,4,5,6,9,1.7,Average,87.6,4.22,Average,Medium
126402,23,Female,BBA,4th,9.1,8.1,10.1,Medium,6,7,9,9,5,0.7,Good,59.5,6.98,Average,Medium
126403,20,Male,BSc,3rd,8.5,4.6,3.4,High,5,1,5,10,2,0.2,Average,100.0,7.58,Poor,Low
126404,24,Other,MCA,4th,5.3,5.4,10.1,Low,2,9,6,7,3,0.8,Average,58.0,8.75,Good,High
126405,20,Male,MBA,3rd,4.8,8.4,2.8,High,5,10,10,2,1,1.6,Average,50.2,4.37,Good,Medium
126406,22,Other,BSc,4th,4.8,6.5,6.6,Medium,7,10,4,1,3,1.8,Good,95.2,8.87,Good,Medium
126407,17,Male,BSc,4th,7.6,6.7,1.7,Low,8,2,2,2,5,0.0,Average,66.6,8.43,Poor,Low
126408,22,Other,BCA,3rd,1.2,6.6,6.6,High,8,5,3,7,10,0.4,Poor,56.1,7.02,Good,Medium
126409,21,Male,BBA,3rd,7.3,5.1,10.1,Low,9,9,10,4,7,1.1,Good,80.9,7.25,Good,Medium
126410,18,Other,MBA,4th,8.1,6.6,1.3,High,4,8,2,10,3,1.8,Average,94.0,6.62,Good,High
126411,17,Female,BTech,3rd,3.0,4.2,8.2,Medium,3,5,3,9,6,1.1,Average,71.7,8.82,Good,Low
126412,22,Other,BTech,3rd,8.7,7.3,5.0,Low,8,4,9,10,7,1.8,Good,94.0,4.61,Good,High
126413,18,Male,BTech,2nd,2.6,4.1,10.0,Low,8,6,3,7,7,1.1,Average,86.9,9.36,Poor,Low
126414,25,Other,MCA,1st,4.2,4.3,9.9,Low,9,1,4,10,4,1.9,Average,87.7,6.65,Poor,Medium
126415,25,Male,BSc,2nd,6.4,7.5,9.0,Medium,4,3,8,6,7,2.0,Poor,78.6,9.56,Poor,Medium
126416,17,Other,BCA,3rd,6.1,4.9,5.1,High,8,5,6,5,4,0.6,Poor,81.5,7.37,Poor,Medium
126417,21,Other,MCA,2nd,8.2,6.0,9.4,Low,10,6,6,8,8,0.8,Poor,61.4,8.02,Average,Medium
126418,24,Female,BSc,4th,1.7,6.0,3.2,High,7,6,2,6,10,1.2,Poor,81.6,7.34,Poor,Low
126419,20,Male,BCA,3rd,7.4,5.2,1.0,Low,10,3,3,5,5,1.9,Average,92.6,6.38,Good,Low
126420,19,Female,BBA,2nd,5.4,8.1,10.7,High,8,1,2,9,9,1.3,Average,55.4,6.73,Poor,Medium
126421,21,Other,BTech,4th,6.8,6.0,11.3,Low,6,9,5,5,4,2.0,Poor,67.2,7.59,Average,Medium
126422,21,Female,MCA,4th,6.8,6.3,3.2,Low,9,5,6,6,6,1.4,Average,61.4,6.11,Average,Medium
126423,24,Female,BCA,3rd,3.2,7.8,6.6,Medium,1,5,1,2,3,0.6,Good,87.7,8.32,Good,Medium
126424,22,Female,MBA,2nd,6.5,5.6,7.8,Low,2,10,3,5,3,0.9,Average,75.5,7.93,Poor,Low
126425,18,Male,BTech,2nd,6.5,7.6,1.6,High,4,8,1,3,8,0.0,Good,65.5,5.22,Poor,Low
126426,17,Female,BCA,3rd,6.1,7.7,11.5,Medium,7,4,10,2,1,0.9,Average,58.7,7.49,Average,Low
126427,19,Other,BCA,4th,8.6,7.9,1.5,Low,2,10,7,3,10,1.3,Poor,78.8,8.8,Poor,Medium
126428,18,Other,BCA,2nd,5.5,4.6,2.2,Medium,4,2,10,10,3,1.4,Good,56.4,4.63,Good,Medium
126429,20,Other,BTech,1st,6.6,4.3,4.3,Low,7,4,7,5,1,1.8,Good,57.4,4.28,Average,Low
126430,19,Other,BTech,1st,9.5,7.3,10.3,High,10,7,10,3,1,0.5,Poor,85.5,7.69,Good,Low
126431,25,Other,BSc,3rd,4.9,5.7,6.4,High,5,1,7,5,1,0.9,Good,50.8,6.32,Average,High
126432,21,Male,BTech,4th,5.5,6.2,11.2,High,2,7,9,1,1,1.3,Good,63.5,5.18,Average,High
126433,20,Female,BTech,2nd,1.2,7.5,6.4,High,9,7,8,3,7,1.1,Average,80.5,7.1,Average,High
126434,25,Male,BBA,1st,2.1,5.4,5.3,Medium,9,7,4,9,7,1.3,Poor,54.8,8.89,Poor,Medium
126435,20,Other,BTech,4th,9.9,5.6,1.3,High,10,7,5,9,5,1.9,Poor,85.4,6.55,Average,High
126436,22,Male,BTech,4th,7.9,8.9,4.6,Low,9,8,6,10,7,1.2,Good,64.4,5.61,Poor,Medium
126437,17,Female,MCA,4th,7.2,7.2,4.3,Low,3,10,4,5,8,0.4,Average,72.6,4.81,Poor,High
126438,18,Female,BCA,1st,6.5,8.1,9.4,Low,1,10,8,10,1,0.1,Good,75.9,4.06,Good,Low
126439,20,Other,BTech,4th,7.4,5.5,1.5,Low,2,4,7,4,10,1.4,Average,76.6,7.13,Good,Low
126440,25,Other,BTech,2nd,5.9,5.9,6.9,High,3,3,6,10,7,1.5,Average,63.2,9.7,Average,Medium
126441,22,Other,BCA,2nd,4.3,5.1,4.9,High,5,10,8,6,9,0.9,Good,70.4,9.16,Average,High
126442,22,Female,MBA,1st,9.5,6.0,9.6,Medium,5,6,10,4,5,0.8,Poor,77.3,9.11,Average,High
126443,25,Other,BCA,3rd,6.1,7.2,6.5,High,1,8,4,10,6,1.1,Poor,72.3,6.4,Poor,High
126444,20,Female,MBA,3rd,9.2,6.1,4.5,Medium,1,4,3,8,5,1.7,Good,67.2,4.86,Poor,High
126445,19,Female,MCA,2nd,9.8,8.2,11.2,Low,6,4,7,5,3,1.7,Average,82.6,6.34,Average,Medium
126446,23,Other,BTech,2nd,4.6,8.4,8.8,High,7,6,1,1,1,0.2,Average,97.4,9.73,Poor,Low
126447,23,Female,BBA,1st,4.1,6.8,3.2,Medium,4,4,8,6,3,1.7,Poor,93.8,9.99,Poor,High
126448,25,Female,BBA,3rd,6.5,5.4,11.9,Low,2,9,8,6,9,0.7,Good,82.1,9.78,Poor,High
126449,22,Male,BSc,3rd,3.3,5.4,5.4,Low,10,9,5,6,6,2.0,Average,94.2,4.53,Average,Medium
126450,18,Other,BSc,1st,9.4,8.7,11.7,High,9,9,6,8,9,1.2,Average,95.3,6.37,Average,High
126451,22,Male,BSc,3rd,1.9,8.4,6.4,Low,9,5,5,2,3,1.1,Poor,93.9,10.0,Good,Medium
126452,24,Other,BCA,2nd,5.6,8.6,10.2,Low,2,7,10,4,3,2.0,Average,94.1,6.84,Poor,Low
126453,22,Other,BBA,2nd,9.7,4.8,4.1,High,4,4,5,1,7,0.6,Good,80.6,5.47,Average,High
126454,25,Male,BTech,3rd,5.7,4.2,1.6,Low,8,10,9,5,8,1.6,Poor,89.4,4.03,Good,High
126455,20,Other,MBA,4th,2.4,8.8,3.6,Low,2,6,5,9,3,1.9,Average,86.9,5.93,Good,High
126456,19,Female,MBA,3rd,9.1,5.8,5.8,Medium,1,3,2,2,3,0.7,Poor,77.6,6.83,Average,Low
126457,21,Male,BCA,1st,9.5,5.2,7.2,Low,5,10,6,10,8,0.1,Poor,63.6,9.28,Poor,High
126458,19,Female,MBA,2nd,9.4,5.6,3.4,Low,3,6,4,6,1,1.5,Average,79.7,8.07,Average,Low
126459,18,Other,BSc,1st,8.0,4.2,9.7,Medium,2,1,7,5,10,0.1,Poor,89.9,4.14,Good,Medium
126460,18,Male,BTech,4th,6.9,4.8,6.1,Low,10,5,4,3,10,0.0,Poor,94.1,6.71,Average,Medium
126461,20,Male,BTech,3rd,4.4,6.0,4.0,Medium,2,7,8,5,10,0.2,Good,88.7,4.32,Average,Low
126462,19,Other,BBA,4th,4.5,5.5,5.1,High,1,3,6,3,8,0.5,Good,89.8,9.76,Poor,High
126463,25,Other,BBA,4th,7.7,8.7,3.0,High,5,3,7,3,9,0.2,Poor,99.0,4.44,Average,High
126464,23,Female,MCA,4th,9.7,5.9,1.4,Low,7,1,9,6,7,1.0,Poor,83.8,6.58,Poor,Medium
126465,22,Male,BCA,4th,2.5,4.9,11.3,High,7,7,8,8,8,1.0,Average,71.8,8.64,Poor,Low
126466,24,Male,BTech,1st,1.8,7.5,6.5,Medium,8,2,4,10,4,1.4,Average,62.2,9.47,Good,High
126467,25,Other,MBA,1st,1.3,5.6,1.8,Medium,2,2,1,5,9,1.0,Poor,54.7,7.74,Average,Low
126468,19,Female,BCA,4th,7.9,4.1,5.4,Low,5,2,4,7,4,0.5,Poor,84.4,6.8,Poor,Low
126469,23,Female,MCA,2nd,2.9,5.7,8.3,Low,3,8,9,5,6,0.1,Poor,85.0,6.96,Poor,Low
126470,25,Female,MCA,3rd,9.9,5.7,1.2,High,5,8,5,4,1,1.0,Poor,71.9,7.52,Good,Low
126471,17,Female,BCA,1st,8.9,7.7,10.8,High,6,1,4,8,1,0.0,Good,81.1,7.55,Good,High
126472,25,Female,BBA,4th,9.4,8.1,6.3,Medium,10,10,4,7,8,1.4,Poor,78.4,4.91,Good,High
126473,23,Other,MBA,1st,6.1,4.3,2.6,High,2,4,2,6,2,0.6,Poor,62.3,7.27,Average,High
126474,20,Female,MBA,4th,7.1,7.9,11.9,High,4,6,10,10,1,0.2,Good,89.3,4.15,Average,Medium
126475,22,Other,BCA,1st,6.6,8.9,11.0,Low,8,2,6,7,5,0.8,Average,77.1,5.63,Good,Medium
126476,22,Other,MCA,4th,2.5,7.9,7.8,Low,6,2,1,1,3,0.5,Average,98.5,7.32,Poor,High
126477,22,Female,BTech,4th,6.5,7.5,5.8,Low,6,10,8,7,7,1.3,Poor,50.9,6.3,Poor,Low
126478,18,Other,BTech,3rd,5.0,6.9,2.9,Medium,10,5,10,7,1,1.3,Good,90.2,4.73,Average,Medium
126479,21,Male,BCA,1st,2.1,6.2,4.6,High,6,3,2,1,10,0.2,Poor,68.4,5.54,Poor,Low
126480,23,Female,BCA,3rd,1.2,7.6,4.7,Medium,7,7,3,7,2,0.6,Good,81.4,5.84,Poor,High
126481,22,Other,BTech,3rd,6.5,5.2,6.8,Medium,1,5,6,3,6,0.6,Poor,87.4,8.54,Average,Low
126482,19,Male,BBA,4th,6.6,5.1,6.9,High,10,4,2,1,6,0.7,Poor,97.3,4.46,Good,High
126483,21,Male,BSc,4th,7.7,7.9,2.6,Medium,7,10,8,7,3,0.6,Poor,93.7,9.83,Good,Medium
126484,24,Other,BBA,4th,1.4,7.9,5.1,High,10,9,10,5,6,0.4,Good,84.6,7.85,Good,High
126485,21,Female,MBA,1st,5.9,7.2,5.3,High,1,10,6,7,5,1.4,Average,56.3,6.57,Good,Medium
126486,19,Male,BCA,4th,2.4,4.5,7.2,Low,8,8,4,8,8,1.5,Poor,99.9,9.23,Good,Medium
126487,25,Female,BTech,2nd,5.1,7.0,3.2,Low,3,7,3,8,7,1.2,Average,62.2,6.65,Average,Medium
126488,19,Male,BBA,4th,1.0,4.1,10.6,Low,8,8,3,1,6,1.0,Good,65.0,6.25,Poor,Medium
126489,18,Male,BTech,1st,3.8,8.5,2.0,Low,7,5,3,10,2,1.7,Average,86.5,9.16,Average,Medium
126490,22,Male,MBA,4th,4.1,4.3,3.5,Medium,2,5,1,6,9,0.6,Good,84.2,9.96,Poor,Low
126491,24,Other,BCA,3rd,5.4,5.2,11.9,High,3,6,7,7,6,0.6,Good,67.9,8.62,Good,Medium
126492,22,Female,BBA,2nd,3.5,5.9,3.8,High,10,3,3,6,8,0.7,Poor,86.8,6.54,Average,High
126493,17,Male,BTech,4th,9.6,5.1,7.1,High,7,4,6,7,9,0.6,Average,58.8,8.98,Good,High
126494,24,Other,MBA,4th,4.6,8.4,4.9,Low,2,1,1,6,4,1.9,Poor,74.6,6.97,Average,High
126495,17,Other,MBA,1st,8.5,7.3,10.5,Medium,9,10,1,3,2,0.8,Poor,92.3,8.51,Good,Medium
126496,25,Female,MCA,3rd,3.7,5.7,9.3,Medium,5,8,8,6,10,0.7,Average,95.4,6.27,Poor,Low
126497,24,Male,BBA,1st,1.7,5.2,7.6,Medium,7,2,4,2,9,0.2,Poor,54.0,9.92,Average,Medium
